temperature,humidity,pm25,pm10,no2,so2,co,industrial_proximity,population_density,air_quality,timestamp,latitude,longitude
23.3,58.1,5.4,7.4,24.1,7.6,1.28,5.2,538,Moderate,2024-10-15 23:48:49.638632,40.665871160837284,-73.81244375554805
23.2,71.8,56.0,70.0,26.3,14.6,1.69,5.7,392,Moderate,2024-10-16 00:48:49.638632,40.701311571591916,-74.0176056363104
36.7,99.0,4.2,19.4,32.1,18.7,2.38,3.9,675,Poor,2024-10-16 02:48:49.638632,40.78970056859734,-74.00665859720361
22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588,Good,2024-10-16 03:48:49.638632,40.66580907638837,-74.04696265715087
26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,Good,2024-10-16 04:48:49.638632,40.60577318881725,-74.15045707415884
32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611,Moderate,2024-10-16 05:48:49.638632,40.71960630133236,-73.75129025053928
22.6,59.5,2.1,9.3,12.4,7.5,0.95,12.5,451,Good,2024-10-16 06:48:49.638632,40.7850039494623,-73.82873814135648
32.2,55.7,17.2,30.4,36.3,1.6,1.31,5.4,617,Moderate,2024-10-16 07:48:49.638632,40.83223101323869,-73.82169307660558
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652,Poor,2024-10-16 08:48:49.638632,40.87415321001802,-74.09872855400398
25.7,63.4,41.1,51.5,36.0,10.7,1.77,7.0,628,Moderate,2024-10-16 09:48:49.638632,40.610539796692066,-74.00828205898856
27.0,87.3,10.8,18.7,24.2,10.7,1.47,6.3,327,Moderate,2024-10-16 10:48:49.638632,40.59347627503923,-73.98378105805095
39.8,66.5,18.2,26.8,42.9,17.1,1.31,5.0,556,Poor,2024-10-16 11:48:49.638632,40.61323948611854,-73.89456236123345
38.1,100.0,1.7,12.9,29.8,17.7,1.89,4.4,734,Poor,2024-10-16 12:48:49.638632,40.6303050616105,-73.9636714318914
19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392,Good,2024-10-16 14:48:49.638632,40.71775433531308,-73.98663168629064
21.1,49.5,4.3,9.4,15.2,0.6,1.1,14.4,314,Good,2024-10-16 15:48:49.638632,40.714227788881665,-73.94133601970405
25.8,51.5,20.0,30.5,16.5,7.4,0.9,10.6,520,Good,2024-10-16 16:48:49.638632,40.60621549740588,-73.90570229637513
37.8,100.0,58.1,75.1,31.9,16.6,2.0,4.5,626,Poor,2024-10-16 17:48:49.638632,40.7358105862337,-74.05122424132526
22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490,Moderate,2024-10-16 19:48:49.638632,40.72086726943603,-73.79323956400312
34.1,67.7,8.4,18.5,25.0,10.7,1.52,10.2,460,Moderate,2024-10-16 20:48:49.638632,40.64049975209227,-74.00512773798164
31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460,Moderate,2024-10-16 21:48:49.638632,40.863777881905506,-73.94242265155486
32.2,83.4,5.8,15.3,38.3,12.6,1.72,7.4,449,Moderate,2024-10-16 22:48:49.638632,40.64754938368518,-74.15961522976686
37.1,84.7,31.7,57.6,28.8,19.6,2.25,7.5,672,Poor,2024-10-16 23:48:49.638632,40.71641758179145,-73.84746766570012
29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267,Good,2024-10-17 00:48:49.638632,40.80714240463426,-73.8684041982691
23.3,65.5,5.8,10.7,23.8,5.5,1.08,13.3,550,Good,2024-10-17 01:48:49.638632,40.55696643034549,-74.00823227584996
27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,542,Moderate,2024-10-17 02:48:49.638632,40.732113821483686,-74.08463159249231
22.7,47.2,7.8,10.1,16.5,4.3,0.99,11.8,537,Good,2024-10-17 03:48:49.638632,40.68531544392633,-73.93844920789647
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657,Moderate,2024-10-17 04:48:49.638632,40.77619672999482,-74.03565813463814
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,582,Good,2024-10-17 05:48:49.638632,40.74386964513887,-73.79494193821337
28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,296,Good,2024-10-17 06:48:49.638632,40.62389144129194,-74.04859882762332
30.6,84.0,0.7,9.9,30.2,8.0,1.52,5.1,667,Moderate,2024-10-17 07:48:49.638632,40.684018369095064,-73.87503257560223
20.3,52.3,2.2,6.1,19.0,5.7,0.9,10.4,359,Good,2024-10-17 08:48:49.638632,40.78337788204717,-74.01079541286684
28.0,69.2,4.8,12.6,25.5,6.1,0.73,12.7,408,Good,2024-10-17 09:48:49.638632,40.732613780096045,-73.97926469853914
35.3,88.7,20.1,30.4,34.9,4.9,1.49,6.2,686,Moderate,2024-10-17 10:48:49.638632,40.713339898083106,-74.05683006420259
30.7,57.3,2.0,4.9,22.3,7.9,0.93,10.2,462,Good,2024-10-17 11:48:49.638632,40.539789001405936,-74.23554966103842
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567,Moderate,2024-10-17 12:48:49.638632,40.64972742999671,-73.77292235091659
22.4,46.5,0.6,7.2,21.5,5.2,1.07,11.6,363,Good,2024-10-17 14:48:49.638632,40.62188687417328,-73.82761925036063
33.9,94.5,8.9,15.1,33.2,11.7,1.89,4.3,680,Poor,2024-10-17 15:48:49.638632,40.68384403324063,-74.12742570046332
28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,643,Moderate,2024-10-17 16:48:49.638632,40.59689906520872,-74.09914867853045
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364,Good,2024-10-17 17:48:49.638632,40.60344683214726,-74.03733621774312
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307,Good,2024-10-17 18:48:49.638632,40.702594385085895,-74.0992881356021
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,421,Poor,2024-10-17 19:48:49.638632,40.651657387555794,-74.03066719684244
25.4,47.5,2.8,9.0,19.7,3.4,0.84,10.8,240,Good,2024-10-17 20:48:49.638632,40.79224995316704,-74.06204923291621
28.5,96.2,53.2,65.8,33.6,20.5,2.34,4.4,764,Poor,2024-10-17 21:48:49.638632,40.67004677956489,-73.8913849325588
31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424,Poor,2024-10-17 22:48:49.638632,40.64184074536371,-73.98908408397027
35.2,67.4,32.5,44.7,28.7,7.7,2.64,3.7,654,Poor,2024-10-17 23:48:49.638632,40.78859505287008,-74.12276119640099
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317,Good,2024-10-18 00:48:49.638632,40.842834591329286,-73.98486006146173
32.7,59.4,2.1,14.7,21.9,13.7,1.21,8.4,394,Moderate,2024-10-18 01:48:49.638632,40.79151394026526,-74.08592934788777
39.3,79.2,30.6,44.5,34.0,22.1,2.02,4.6,619,Poor,2024-10-18 02:48:49.638632,40.69763678390318,-73.91354225797208
32.0,61.5,13.9,20.6,23.3,11.0,1.41,8.1,425,Moderate,2024-10-18 03:48:49.638632,40.865031203418226,-74.12018887406373
28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,523,Moderate,2024-10-18 04:48:49.638632,40.65478745252161,-73.96498740200778
30.6,55.6,6.2,23.0,25.0,10.4,1.38,6.3,354,Moderate,2024-10-18 05:48:49.638632,40.80274803980731,-74.04091896504842
29.0,50.4,4.8,18.9,26.4,9.4,1.75,9.0,302,Moderate,2024-10-18 06:48:49.638632,40.524489740172235,-73.99168167498972
26.2,57.2,3.9,3.9,20.0,3.9,0.94,14.9,290,Good,2024-10-18 07:48:49.638632,40.75841045301154,-74.17388137121029
24.5,44.7,12.9,16.0,16.1,1.0,0.99,12.9,268,Good,2024-10-18 08:48:49.638632,40.83418553374207,-73.98204126131316
24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244,Good,2024-10-18 09:48:49.638632,40.74080282057818,-74.12194274563421
23.5,76.1,43.1,54.8,49.2,26.1,1.56,2.7,782,Hazardous,2024-10-18 10:48:49.638632,40.8660770972355,-73.95505111733513
22.6,56.4,0.9,5.2,24.2,2.1,0.77,12.1,406,Good,2024-10-18 11:48:49.638632,40.724236336956736,-74.22501507220252
27.4,74.8,2.1,7.5,23.4,6.8,1.22,10.5,431,Good,2024-10-18 12:48:49.638632,40.61077618510708,-74.02585395005987
25.8,76.1,51.9,64.4,24.9,16.5,1.93,5.4,708,Moderate,2024-10-18 13:48:49.638632,40.768456197353146,-73.93546110810453
26.7,54.6,3.1,7.1,29.9,9.1,1.44,9.6,509,Moderate,2024-10-18 15:48:49.638632,40.6631370755669,-74.05179396587637
29.4,82.3,3.9,8.8,23.7,5.9,0.92,10.9,266,Good,2024-10-18 16:48:49.638632,40.77700092352452,-74.06258734105596
34.3,59.0,24.2,34.2,25.7,16.1,2.02,7.6,545,Moderate,2024-10-18 17:48:49.638632,40.69759743675109,-73.97774472191668
26.2,55.8,16.3,21.6,23.5,6.1,1.08,11.0,535,Good,2024-10-18 18:48:49.638632,40.85448717780065,-74.03068506902129
27.7,73.4,10.8,17.0,19.4,3.7,0.98,12.9,324,Good,2024-10-18 19:48:49.638632,40.65584114728041,-73.81474309364344
21.8,43.0,13.5,17.0,12.5,2.5,0.99,13.0,623,Good,2024-10-18 20:48:49.638632,40.74912120811565,-74.00276733774336
40.1,70.3,9.9,29.4,38.0,15.9,1.68,4.0,581,Poor,2024-10-18 21:48:49.638632,40.661164820362,-74.01451847216919
41.2,82.7,17.3,25.0,43.5,24.5,2.33,2.6,494,Hazardous,2024-10-18 22:48:49.638632,40.65264136733315,-74.10071786492712
26.7,73.0,16.5,20.1,27.1,7.0,0.99,11.2,235,Good,2024-10-18 23:48:49.638632,40.64326458655276,-73.92884227711065
28.0,72.0,3.2,11.7,28.9,16.6,1.4,5.2,420,Moderate,2024-10-19 00:48:49.638632,40.76720758608019,-73.9857087460559
31.2,63.7,24.8,34.8,28.0,5.7,1.43,7.3,616,Moderate,2024-10-19 01:48:49.638632,40.70221323272774,-74.01369870235722
26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,245,Good,2024-10-19 02:48:49.638632,40.773471648773686,-74.26071850349041
42.2,83.8,9.1,27.4,24.3,5.3,2.39,9.1,619,Poor,2024-10-19 03:48:49.638632,40.644650777988524,-74.05471355250342
20.4,65.1,7.7,9.0,10.8,4.1,0.83,11.2,586,Good,2024-10-19 04:48:49.638632,40.51254442400402,-74.01615783487851
23.3,52.1,19.5,23.9,15.7,5.0,0.95,10.1,419,Good,2024-10-19 05:48:49.638632,40.35818852208944,-73.8743313901787
27.0,78.8,2.8,3.4,19.1,7.0,1.05,11.6,420,Good,2024-10-19 06:48:49.638632,40.69346297995267,-74.039039492837
23.8,50.1,11.6,16.5,14.1,3.6,0.91,10.5,483,Good,2024-10-19 07:48:49.638632,40.82564384495984,-73.97420970076459
35.5,62.5,65.2,81.5,35.7,11.2,2.46,8.2,758,Poor,2024-10-19 08:48:49.638632,40.79923123494366,-74.05206982035732
23.6,50.2,0.4,3.7,12.7,7.4,1.04,14.2,340,Good,2024-10-19 09:48:49.638632,40.7566675009545,-73.99291557855238
27.5,72.3,3.5,7.3,22.0,16.0,1.79,6.9,373,Moderate,2024-10-19 11:48:49.638632,40.91203493216406,-74.07934489343117
17.5,57.2,8.7,13.6,25.6,3.1,1.03,11.6,505,Good,2024-10-19 12:48:49.638632,40.81513425814812,-74.01247283985464
26.0,76.0,79.0,83.4,19.6,10.1,1.48,12.6,501,Moderate,2024-10-19 13:48:49.638632,40.66332527381939,-74.08092462830264
30.3,60.5,6.5,11.1,16.5,6.0,1.07,14.9,307,Good,2024-10-19 14:48:49.638632,40.77645230758012,-74.01936479720824
29.2,70.3,3.5,8.1,16.7,3.7,1.05,10.8,585,Good,2024-10-19 15:48:49.638632,40.764588698519994,-73.95339396831508
46.4,100.0,11.9,21.2,35.9,15.2,2.91,6.0,776,Hazardous,2024-10-19 16:48:49.638632,40.61377140416495,-73.99734554643832
38.3,89.3,10.1,28.2,29.5,20.9,1.76,4.7,587,Poor,2024-10-19 17:48:49.638632,40.68999142222079,-73.89492754824641
37.6,80.6,8.5,17.8,25.0,15.2,1.65,4.1,768,Poor,2024-10-19 18:48:49.638632,40.5346072259194,-74.00108111823751
32.1,53.0,12.2,25.4,35.7,10.4,1.63,6.6,518,Moderate,2024-10-19 19:48:49.638632,40.70454147294521,-74.05478257812044
39.0,75.2,23.9,41.7,23.9,12.7,1.91,9.4,812,Poor,2024-10-19 20:48:49.638632,40.83315988007042,-74.05127267328096
26.4,45.0,1.3,6.3,20.5,4.4,0.96,10.2,225,Good,2024-10-19 21:48:49.638632,40.8115071061732,-73.97118495755689
27.2,55.1,16.5,23.0,24.2,4.8,0.8,12.9,303,Good,2024-10-19 22:48:49.638632,40.52144327027761,-73.92665856332125
23.0,50.6,8.2,15.2,21.5,3.7,1.01,10.6,264,Good,2024-10-19 23:48:49.638632,40.70497649833163,-74.10952994054321
40.1,65.7,14.3,31.1,32.8,20.5,2.14,4.5,637,Poor,2024-10-20 00:48:49.638632,40.741387401169064,-74.11261854619767
24.4,38.2,4.7,10.9,20.8,1.3,0.72,10.8,429,Good,2024-10-20 01:48:49.638632,40.689050564142605,-74.03907517799846
31.8,83.5,29.7,38.8,25.9,9.4,1.36,5.7,588,Moderate,2024-10-20 02:48:49.638632,40.91339575288445,-74.11302307576901
30.3,68.2,5.4,16.0,29.5,4.0,1.49,5.3,645,Moderate,2024-10-20 03:48:49.638632,40.51924133479605,-73.9867923794486
33.6,99.4,63.4,72.4,29.6,10.8,1.68,5.0,581,Poor,2024-10-20 04:48:49.638632,40.763467886062145,-73.93012539759579
30.6,83.3,60.1,74.4,30.7,13.3,1.64,6.9,452,Moderate,2024-10-20 05:48:49.638632,40.65176675234911,-74.0877788896811
38.3,73.3,15.0,29.6,38.1,14.1,2.32,4.2,373,Poor,2024-10-20 06:48:49.638632,40.6955296700221,-74.0478940669575
33.8,68.4,7.2,15.0,18.5,2.6,1.06,11.5,468,Good,2024-10-20 07:48:49.638632,40.695099512356414,-73.98802087183822
24.2,68.7,8.6,12.6,22.0,4.0,1.0,12.2,321,Good,2024-10-20 08:48:49.638632,40.567004999425265,-73.8872396668928
37.3,75.6,29.3,34.9,24.1,10.4,1.92,4.4,507,Poor,2024-10-20 09:48:49.638632,40.54330866790883,-74.03990527189215
25.8,46.9,7.8,14.2,17.0,10.1,1.01,10.6,360,Good,2024-10-20 10:48:49.638632,40.729435600797615,-73.93620695634822
28.5,83.8,10.6,26.5,30.2,10.7,1.52,7.5,581,Moderate,2024-10-20 11:48:49.638632,40.77899087825773,-73.90118366929889
29.8,89.2,48.0,54.6,31.3,14.9,1.73,4.9,704,Poor,2024-10-20 12:48:49.638632,40.75352366695642,-74.11920532677867
33.7,100.0,36.7,64.5,31.5,12.3,1.57,4.1,722,Poor,2024-10-20 13:48:49.638632,40.60387271538998,-74.17106562517853
29.8,81.1,23.9,33.9,39.7,3.0,1.83,11.5,603,Poor,2024-10-20 14:48:49.638632,40.53304893585691,-74.044663758907
25.1,65.9,3.0,9.9,12.7,0.9,0.92,10.5,279,Good,2024-10-20 15:48:49.638632,40.68090641798369,-73.91166153685998
40.6,60.7,23.8,44.5,23.0,5.4,2.03,5.9,500,Poor,2024-10-20 16:48:49.638632,40.72810845401728,-73.96764361769334
27.4,67.7,36.3,42.0,27.0,19.6,1.35,7.4,511,Moderate,2024-10-20 18:48:49.638632,40.767785781287955,-74.03412845988616
29.6,81.7,1.2,17.7,20.8,8.4,1.75,6.8,308,Moderate,2024-10-20 19:48:49.638632,40.64698897775231,-73.94562822651946
25.4,49.0,13.1,16.6,21.7,4.9,0.89,14.4,388,Good,2024-10-20 20:48:49.638632,40.660339891797925,-74.10838826024548
39.5,82.8,68.1,80.4,33.8,23.0,2.75,5.7,679,Poor,2024-10-20 21:48:49.638632,40.528681014182716,-74.09004043439333
40.4,91.4,5.1,20.6,38.8,7.5,2.26,9.5,599,Poor,2024-10-20 22:48:49.638632,40.576108674959386,-74.0943996869346
25.4,81.3,37.9,41.2,14.6,9.2,0.94,13.6,407,Good,2024-10-20 23:48:49.638632,40.85552714265904,-73.92627986101341
27.9,51.1,1.3,5.3,15.0,6.1,1.01,11.7,587,Good,2024-10-21 00:48:49.638632,40.662039164977536,-74.16807804604151
19.9,77.8,23.7,28.0,23.1,5.8,0.9,13.2,457,Good,2024-10-21 01:48:49.638632,40.71149370265328,-73.99469007732691
34.7,80.2,22.7,41.3,31.6,19.7,2.04,3.9,798,Poor,2024-10-21 02:48:49.638632,40.72189860733268,-73.92380606362401
29.3,58.4,0.1,5.3,23.8,6.8,0.86,17.2,571,Good,2024-10-21 03:48:49.638632,40.88022603891812,-74.12563161959913
37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,609,Moderate,2024-10-21 04:48:49.638632,40.75366979359842,-74.03375792817263
14.4,45.8,44.3,49.1,15.4,1.6,0.87,10.8,486,Good,2024-10-21 05:48:49.638632,40.611807761306316,-74.15529651171026
23.6,43.3,5.4,10.2,16.4,6.8,1.04,15.8,368,Good,2024-10-21 07:48:49.638632,40.70625188133184,-74.07440551215336
30.7,75.8,2.4,19.2,29.4,9.3,1.66,5.5,448,Moderate,2024-10-21 08:48:49.638632,40.78055780640971,-73.95433120965134
24.2,54.1,3.3,6.3,17.4,9.8,1.11,14.6,428,Good,2024-10-21 09:48:49.638632,40.6495601204273,-74.00961679532125
17.8,61.3,2.0,8.0,25.2,5.0,1.09,10.2,372,Good,2024-10-21 10:48:49.638632,40.678465796049394,-74.30219163471563
34.2,81.2,30.3,40.5,31.5,19.6,1.48,5.5,551,Moderate,2024-10-21 11:48:49.638632,40.59023324085942,-74.14530342507352
29.7,78.5,9.5,16.4,14.5,5.3,0.86,13.6,275,Good,2024-10-21 13:48:49.638632,40.65905947396552,-74.1655374044385
27.4,79.4,6.0,11.9,35.5,17.6,2.47,3.5,831,Hazardous,2024-10-21 14:48:49.638632,40.66949715851763,-73.94939096374401
29.5,43.4,24.2,29.7,18.7,8.7,0.92,10.4,385,Good,2024-10-21 15:48:49.638632,40.694547444578625,-74.03854475208087
21.0,70.6,8.1,10.4,25.0,4.5,0.88,10.1,220,Good,2024-10-21 16:48:49.638632,40.65372133016329,-74.16698917160777
35.2,96.2,4.9,15.5,33.6,9.7,2.34,3.6,515,Poor,2024-10-21 17:48:49.638632,40.68532493794751,-74.07020443706558
23.9,73.6,2.0,12.0,18.5,3.2,1.08,11.1,239,Good,2024-10-21 18:48:49.638632,40.760065940030074,-74.0897933858054
39.1,79.9,7.9,19.7,34.6,10.7,1.71,5.5,609,Moderate,2024-10-21 19:48:49.638632,40.686963896297975,-74.10774222031691
33.2,86.6,5.5,8.0,30.0,5.7,1.89,9.3,553,Poor,2024-10-21 20:48:49.638632,40.75595313647531,-74.06569364610073
25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,499,Good,2024-10-21 22:48:49.638632,40.725043773387,-74.11875510762812
33.4,74.2,23.3,38.5,24.2,14.5,2.16,6.7,724,Poor,2024-10-21 23:48:49.638632,40.861112717293736,-74.09756010489926
30.0,87.2,45.1,57.2,35.0,16.3,1.82,4.1,719,Poor,2024-10-22 00:48:49.638632,40.849867105787105,-74.0555565528732
19.2,72.5,0.9,8.9,18.2,7.6,0.91,10.4,381,Good,2024-10-22 01:48:49.638632,40.72295374624681,-73.9944715232205
27.7,56.7,1.4,9.1,29.5,4.9,1.07,17.1,598,Good,2024-10-22 02:48:49.638632,40.87616798465839,-74.08776047285039
29.1,47.1,1.7,6.7,22.0,7.0,0.97,13.4,566,Good,2024-10-22 03:48:49.638632,40.835583419002965,-73.95388407343982
32.2,63.2,0.9,8.3,22.3,5.7,1.44,5.8,504,Moderate,2024-10-22 04:48:49.638632,40.58765502670999,-73.88175898968703
22.8,55.7,7.0,12.2,17.5,2.9,0.97,11.8,563,Good,2024-10-22 05:48:49.638632,40.733707160444844,-74.01764433145074
23.2,73.4,5.1,9.8,20.5,5.0,0.96,13.6,556,Good,2024-10-22 06:48:49.638632,40.68219757416667,-74.06869757489291
29.4,65.8,54.3,60.3,17.7,9.7,1.09,5.4,321,Moderate,2024-10-22 07:48:49.638632,40.80472005740265,-74.0385533859235
31.0,95.6,32.3,39.5,21.4,8.9,1.25,10.7,327,Moderate,2024-10-22 08:48:49.638632,40.73952112240067,-74.10386306776732
26.6,62.6,49.0,60.6,25.6,12.6,1.61,6.7,391,Moderate,2024-10-22 09:48:49.638632,40.55724382858327,-74.03090063672524
38.2,78.2,21.3,45.1,29.2,16.5,1.66,4.2,600,Poor,2024-10-22 10:48:49.638632,40.70547203215061,-74.21526222751842
37.4,100.0,26.3,36.4,28.4,26.5,1.61,5.7,432,Poor,2024-10-22 12:48:49.638632,40.79139622755613,-73.96248504736297
42.6,76.7,62.8,88.3,37.2,12.8,2.56,5.3,718,Hazardous,2024-10-22 13:48:49.638632,40.72359457793129,-73.95387090978838
40.0,84.5,41.1,57.1,41.8,16.9,1.83,5.4,578,Poor,2024-10-22 14:48:49.638632,40.64953619214263,-73.97880748277659
27.9,60.7,8.7,15.6,21.3,7.7,1.72,5.6,606,Moderate,2024-10-22 15:48:49.638632,40.7309354343526,-73.87828720250353
24.1,63.0,15.0,20.8,11.0,7.2,1.03,10.4,265,Good,2024-10-22 16:48:49.638632,40.87949364480246,-73.98128357024942
33.8,85.3,64.5,78.9,35.3,0.6,1.85,6.7,484,Poor,2024-10-22 17:48:49.638632,40.7497378611363,-73.82465363184724
22.2,49.8,0.6,6.9,15.9,5.4,0.96,11.7,502,Good,2024-10-22 18:48:49.638632,40.579839316846744,-73.91930222131872
24.0,75.7,1.6,5.8,24.7,2.3,1.08,11.0,355,Good,2024-10-22 19:48:49.638632,40.67641872684161,-73.92038877313233
35.6,88.7,62.0,75.5,28.9,13.2,1.34,5.1,534,Poor,2024-10-22 20:48:49.638632,40.769099778241745,-74.03696052518178
32.6,58.2,16.6,30.5,18.9,6.6,1.68,10.1,353,Moderate,2024-10-22 21:48:49.638632,40.740546945701325,-74.16628409618761
27.1,57.1,14.0,31.6,33.8,7.6,1.91,5.2,452,Moderate,2024-10-22 22:48:49.638632,40.76910502832435,-74.15912148503016
24.9,85.6,7.4,18.6,30.2,10.8,1.22,6.4,515,Moderate,2024-10-22 23:48:49.638632,40.494137945280855,-74.01197278605268
35.6,47.4,13.1,30.9,33.1,4.9,1.66,5.7,328,Moderate,2024-10-23 00:48:49.638632,40.675514689391655,-73.94605055663185
24.0,86.0,35.5,50.3,29.5,7.0,1.56,5.1,586,Moderate,2024-10-23 01:48:49.638632,40.654361831045506,-73.93083131353133
36.4,64.6,78.0,82.6,27.2,5.8,1.5,9.0,412,Moderate,2024-10-23 02:48:49.638632,40.73107534512867,-74.1048838589207
23.6,45.6,2.5,8.8,22.3,5.0,0.81,11.9,463,Good,2024-10-23 04:48:49.638632,40.772343907991605,-74.11293040061281
27.1,76.3,3.9,18.0,28.7,9.9,2.07,5.6,558,Moderate,2024-10-23 05:48:49.638632,40.61808368063836,-74.12152203236545
30.3,65.0,28.3,39.7,31.4,15.0,1.65,6.6,384,Moderate,2024-10-23 06:48:49.638632,40.733798250653706,-73.79770465298674
26.5,58.1,10.7,15.0,24.3,2.5,0.98,13.0,220,Good,2024-10-23 07:48:49.638632,40.81765575859238,-73.86468677396662
30.3,76.2,31.3,37.5,21.4,2.0,1.71,5.2,674,Moderate,2024-10-23 08:48:49.638632,40.76241621499773,-73.97727737057163
22.4,73.2,10.5,16.3,22.1,4.3,0.87,19.2,427,Good,2024-10-23 09:48:49.638632,40.79432416549658,-74.01018309836314
23.5,86.3,4.3,23.8,32.3,5.6,1.46,9.5,427,Moderate,2024-10-23 10:48:49.638632,40.652013463207524,-74.06519606459564
25.3,64.3,0.7,14.2,22.5,9.6,1.52,6.7,301,Moderate,2024-10-23 11:48:49.638632,40.533702354649435,-73.95080493986426
25.1,42.2,5.7,11.7,16.5,1.5,0.93,10.2,249,Good,2024-10-23 12:48:49.638632,40.643165670391475,-74.1791253948744
34.2,100.0,32.9,49.0,26.7,18.9,2.08,8.4,770,Hazardous,2024-10-23 13:48:49.638632,40.86758869126311,-73.88168224787145
35.5,62.6,71.2,75.9,20.5,9.3,1.58,5.5,405,Moderate,2024-10-23 14:48:49.638632,40.601193695150435,-74.06263186103406
23.2,74.3,4.1,7.7,19.0,2.1,1.1,10.1,274,Good,2024-10-23 15:48:49.638632,40.7156927788085,-73.97345645166756
32.3,64.2,13.8,31.8,24.2,17.8,1.51,9.0,478,Poor,2024-10-23 16:48:49.638632,40.68013244997666,-73.90232395482595
36.7,67.4,12.4,22.7,38.4,2.0,2.04,6.9,705,Poor,2024-10-23 18:48:49.638632,40.67959869808733,-74.00863269209492
30.4,71.0,74.2,89.0,31.9,15.3,1.74,6.7,314,Moderate,2024-10-23 19:48:49.638632,40.65414963639233,-73.95413762744805
24.4,60.7,0.0,4.6,26.6,5.3,0.92,10.2,432,Good,2024-10-23 20:48:49.638632,40.55601754047847,-74.16248224430943
31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,429,Moderate,2024-10-23 21:48:49.638632,40.63579998051348,-74.03173269290065
25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,596,Moderate,2024-10-23 22:48:49.638632,40.68541147930537,-73.98116474692593
47.3,98.9,5.5,30.3,39.6,11.2,2.56,3.0,604,Hazardous,2024-10-23 23:48:49.638632,40.506290604804626,-73.99435523198444
20.9,58.2,17.5,23.6,18.8,3.9,0.94,10.9,420,Good,2024-10-24 00:48:49.638632,40.76071597583064,-73.97258693942373
40.6,72.0,22.6,40.5,39.9,15.9,2.46,5.1,513,Hazardous,2024-10-24 01:48:49.638632,40.78046268004064,-74.10492658037226
22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,576,Moderate,2024-10-24 02:48:49.638632,40.71307627998406,-73.92194591710346
26.0,74.8,12.8,16.3,12.3,8.5,1.02,10.9,345,Good,2024-10-24 03:48:49.638632,40.89873334243916,-73.86204347689805
36.5,100.0,59.3,89.0,32.7,24.0,2.14,3.2,585,Hazardous,2024-10-24 04:48:49.638632,40.58013672371356,-73.97015577985259
32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,697,Poor,2024-10-24 05:48:49.638632,40.714690219106565,-74.11740393875321
25.4,47.1,10.1,13.7,29.1,4.7,0.97,10.3,578,Good,2024-10-24 06:48:49.638632,40.71340263839796,-73.8696795209246
31.8,60.1,14.6,27.5,23.3,10.9,1.31,7.9,679,Moderate,2024-10-24 07:48:49.638632,40.813444091481365,-74.13834822933912
22.0,76.8,10.4,16.3,25.7,6.6,1.03,11.7,449,Good,2024-10-24 08:48:49.638632,40.86711365032041,-74.07873559839256
22.6,59.2,30.8,37.0,14.6,2.0,1.01,11.7,284,Good,2024-10-24 10:48:49.638632,40.78677153974687,-73.80952193274557
38.9,75.2,6.8,26.1,33.4,18.0,1.85,4.3,579,Poor,2024-10-24 12:48:49.638632,40.755758828038005,-73.93496179854097
37.2,91.9,0.1,14.3,39.2,21.2,1.6,3.5,435,Poor,2024-10-24 13:48:49.638632,40.76063814466023,-74.13075745818333
35.1,71.0,2.6,16.5,19.0,10.3,1.61,7.3,374,Moderate,2024-10-24 14:48:49.638632,40.76930212426452,-74.05673537928139
31.7,72.8,9.1,18.7,25.8,6.4,1.53,5.6,549,Moderate,2024-10-24 15:48:49.638632,40.50941305106342,-74.11381977943243
38.8,69.4,40.0,52.2,27.8,16.9,2.32,7.5,451,Poor,2024-10-24 16:48:49.638632,40.82392909368995,-73.94930154957525
24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,353,Good,2024-10-24 17:48:49.638632,40.595694375144134,-74.11326975404772
